model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,elapsed_ms,sum_correct,above_count,below_count,equal_count,above_indices,equal_indices,mean_correct,max_above_correct,below_has_zero,no_negatives
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,3,3254,362,4096,1.0,1.0,4640,1024,6337.840833002701,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,6,904,2712,4096,1.0,1.0,4555,917,5300.512458001322,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,4,3254,362,4096,1.0,1.0,4640,1024,5387.991584000702,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,6,0,3616,4096,1.0,1.0,4517,891,4878.7743330030935,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,3,2712,904,4096,1.0,1.0,4620,925,5005.597791001492,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,4,2712,904,4096,1.0,1.0,4620,1024,5002.745833997324,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,4,2712,904,4096,1.0,1.0,4620,929,5013.171833001252,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,5,2712,904,4096,1.0,1.0,4620,1009,5773.410082998453,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,5,2712,904,4096,1.0,1.0,4620,899,4940.090292002424,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,6,2712,904,4096,1.0,1.0,4620,947,5451.220709001063,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,7,904,2712,4096,1.0,1.0,4555,810,4535.3542499942705,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,6,3254,362,4096,1.0,1.0,4640,1024,5812.028749998717,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,4,1808,1808,4096,1.0,1.0,4581,873,4744.226667004114,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,5,3254,362,4096,1.0,1.0,4640,890,5244.189582997933,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,6,2712,904,4096,1.0,1.0,4620,1006,5795.822792002582,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,5,1808,1808,4096,1.0,1.0,4581,997,5765.578459002427,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,4,904,2712,4096,1.0,1.0,4555,1024,6041.230833994632,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,5,904,2712,4096,1.0,1.0,4555,1024,5695.2437500003725,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,6,904,2712,4096,1.0,1.0,4555,921,4934.973374998663,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,5,1808,1808,4096,1.0,1.0,4581,923,4927.854707995721,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,7,0,3616,4096,1.0,1.0,4517,887,4433.445750000828,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,6,3254,362,4096,1.0,1.0,4640,878,4745.726625005773,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,7,3254,362,4096,1.0,1.0,4640,951,5534.846916998504,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,7,904,2712,4096,1.0,1.0,4555,1010,5521.203333999438,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,6,1808,1808,4096,1.0,1.0,4581,1007,5802.171540999552,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,7,1808,1808,4096,1.0,1.0,4581,948,5311.174832997494,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,8,904,2712,4096,1.0,1.0,4555,1024,5867.772707999393,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,7,3254,362,4096,1.0,1.0,4640,945,5240.197958002682,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,7,2712,904,4096,1.0,1.0,4620,937,5183.563791004417,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,2,0,3616,4096,1.0,1.0,4517,917,4724.721457998385,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,8,904,2712,4096,1.0,1.0,4555,887,4741.88866699842,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,7,2712,904,4096,1.0,1.0,4620,928,5757.237958001497,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,8,0,3616,4096,1.0,1.0,4517,978,4763.075082999421,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,9,904,2712,4096,1.0,1.0,4555,920,5071.983958005148,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,8,3254,362,4096,1.0,1.0,4640,921,6227.527125003689,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,9,904,2712,4096,1.0,1.0,4555,914,5011.393832995964,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,10,904,2712,4096,1.0,1.0,4555,1001,5647.541457998159,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,9,3254,362,4096,1.0,1.0,4640,912,4998.408500003279,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,8,1808,1808,4096,1.0,1.0,4581,1000,5945.972292000079,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,10,3254,362,4096,1.0,1.0,4640,923,5411.013582997839,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,11,3254,362,4096,1.0,1.0,4640,907,4920.65545800142,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,9,0,3616,4096,1.0,1.0,4517,898,5127.447958002449,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,10,0,3616,4096,1.0,1.0,4517,876,4223.47937500308,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,9,1808,1808,4096,1.0,1.0,4581,1024,6220.192250002583,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,8,2712,904,4096,1.0,1.0,4620,1024,5938.347082999826,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,9,2712,904,4096,1.0,1.0,4620,1024,5770.003249999718,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,8,3254,362,4096,1.0,1.0,4640,1024,6276.792041004228,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,8,2712,904,4096,1.0,1.0,4620,996,6073.001791002753,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,9,2712,904,4096,1.0,1.0,4620,907,5158.157459001814,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,11,904,2712,4096,1.0,1.0,4555,929,5140.246542003297,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,6,1808,1808,4096,1.0,1.0,4581,827,4831.607416999759,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,10,904,2712,4096,1.0,1.0,4555,961,5174.400290998165,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,9,3254,362,4096,1.0,1.0,4640,922,5027.313582999341,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,10,2712,904,4096,1.0,1.0,4620,930,5122.048208999331,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,10,3254,362,4096,1.0,1.0,4640,1024,9142.6352089984,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,3,0,3616,4096,1.0,1.0,4517,895,4376.53483300528,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,4,0,3616,4096,1.0,1.0,4517,926,4688.931707998563,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,11,2712,904,4096,1.0,1.0,4620,935,5114.140165998833,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,11,3254,362,4096,1.0,1.0,4640,1024,6520.328165999672,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,10,1808,1808,4096,1.0,1.0,4581,911,4947.560957996757,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,12,904,2712,4096,1.0,1.0,4555,823,4714.176375004172,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,13,904,2712,4096,1.0,1.0,4555,976,5485.419249998813,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,11,1808,1808,4096,1.0,1.0,4581,967,5306.8973750050645,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,14,904,2712,4096,1.0,1.0,4555,1007,5680.133291993116,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,7,1808,1808,4096,1.0,1.0,4581,917,5409.107374995074,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,12,3254,362,4096,1.0,1.0,4640,942,5477.23529200448,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,11,0,3616,4096,1.0,1.0,4517,925,4613.390250000521,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,5,0,3616,4096,1.0,1.0,4517,896,4830.430292000528,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,8,1808,1808,4096,1.0,1.0,4581,900,5422.412291998626,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,10,2712,904,4096,1.0,1.0,4620,914,5128.100249996351,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,12,0,3616,4096,1.0,1.0,4517,916,4748.80383299751,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,13,0,3616,4096,1.0,1.0,4517,959,4718.130207998911,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,13,3254,362,4096,1.0,1.0,4640,887,4891.310500002874,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,12,1808,1808,4096,1.0,1.0,4581,930,5121.701042000495,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,6,0,3616,4096,1.0,1.0,4517,837,4609.277042000031,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,13,1808,1808,4096,1.0,1.0,4581,1024,5764.517291994707,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,9,1808,1808,4096,1.0,1.0,4581,912,4899.506583002221,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,15,904,2712,4096,1.0,1.0,4555,905,4971.679125002993,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,14,0,3616,4096,1.0,1.0,4517,869,4787.161084001127,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,12,2712,904,4096,1.0,1.0,4620,947,5216.223167000862,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,10,1808,1808,4096,1.0,1.0,4581,939,5582.022792004864,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,11,1808,1808,4096,1.0,1.0,4581,903,4991.727125001489,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,11,904,2712,4096,1.0,1.0,4555,1012,6070.757875000709,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,7,0,3616,4096,1.0,1.0,4517,923,4553.599208004016,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,11,2712,904,4096,1.0,1.0,4620,1010,5710.278834005294,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,12,2712,904,4096,1.0,1.0,4620,940,5374.752582996734,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,12,1808,1808,4096,1.0,1.0,4581,936,5524.246207998658,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,12,3254,362,4096,1.0,1.0,4640,937,5325.3098749992205,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,14,1808,1808,4096,1.0,1.0,4581,927,4644.765167002333,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,12,904,2712,4096,1.0,1.0,4555,940,5201.960917001998,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,8,0,3616,4096,1.0,1.0,4517,885,5044.573167004273,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,13,2712,904,4096,1.0,1.0,4620,923,5022.525791995577,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,9,0,3616,4096,1.0,1.0,4517,715,3827.9806670034304,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,13,904,2712,4096,1.0,1.0,4555,987,5586.715959005232,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,13,2712,904,4096,0.9,0.9,4620,1024,4804.048124999099,1,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,14,2712,904,4096,1.0,1.0,4620,969,5281.659000000218,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,14,2712,904,4096,1.0,1.0,4620,953,5750.935249998292,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,16,904,2712,4096,1.0,1.0,4555,939,7533.633874998486,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,14,3254,362,4096,1.0,1.0,4640,895,5016.948750002484,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,10,0,3616,4096,1.0,1.0,4517,895,4609.794333002355,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,11,0,3616,4096,1.0,1.0,4517,961,4789.719334003166,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,15,1808,1808,4096,1.0,1.0,4581,927,5324.807749995671,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,15,2712,904,4096,1.0,1.0,4620,945,5621.827916002076,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,12,0,3616,4096,1.0,1.0,4517,930,4787.181917003181,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,15,3254,362,4096,1.0,1.0,4640,906,5221.284416998969,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,15,0,3616,4096,1.0,1.0,4517,924,4542.606957998942,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,14,904,2712,4096,1.0,1.0,4555,892,5025.734916998772,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,15,904,2712,4096,1.0,1.0,4555,1024,5974.097333004465,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,13,3254,362,4096,1.0,1.0,4640,1022,5764.975915997638,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,13,1808,1808,4096,1.0,1.0,4581,888,4698.141166998539,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,13,0,3616,4096,1.0,1.0,4517,909,5815.118167003675,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,17,904,2712,4096,1.0,1.0,4555,910,4944.183625004371,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,14,3254,362,4096,1.0,1.0,4640,933,5024.120292000589,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,16,904,2712,4096,1.0,1.0,4555,934,4757.449083997926,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,15,2712,904,4096,1.0,1.0,4620,945,5240.777332997823,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,16,2712,904,4096,1.0,1.0,4620,929,5012.368832998618,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,14,0,3616,4096,0.9,0.9,4517,1024,4788.0214159959,1,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,16,3254,362,4096,1.0,1.0,4640,909,4963.643625000259,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,18,904,2712,4096,1.0,1.0,4555,927,5085.163333002129,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,15,0,3616,4096,1.0,1.0,4517,928,5029.392834003374,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,17,904,2712,4096,1.0,1.0,4555,1024,5658.169499998621,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,16,2712,904,4096,1.0,1.0,4620,1024,5869.719124995754,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,16,1808,1808,4096,1.0,1.0,4581,912,5123.574666999048,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,14,1808,1808,4096,1.0,1.0,4581,863,4975.561250001192,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,17,2712,904,4096,1.0,1.0,4620,948,5437.5520829999,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,18,904,2712,4096,1.0,1.0,4555,1024,5702.836000004027,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,16,0,3616,4096,1.0,1.0,4517,1024,4719.836832999135,1,1,1,1,1,1,1,1,1,1
