model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,elapsed_ms,sum_correct,above_count,below_count,equal_count,above_indices,equal_indices,mean_correct,max_above_correct,below_has_zero,no_negatives
gemini-2.0-flash,google,0.9,coord_first,1,3254,362,4096,1.0,1.0,4391,1015,6018.452875010553,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,1,904,2712,4096,1.0,1.0,4397,901,5617.314040995552,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,4,0,3616,4096,0.9,0.9,4397,1024,6395.501582999714,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,2,1808,1808,4096,1.0,1.0,4392,846,5346.350915991934,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,3,1808,1808,4096,1.0,1.0,4392,911,5783.566708007129,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,2,3254,362,4096,1.0,1.0,4391,988,6080.097207988729,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,2,2712,904,4096,1.0,1.0,4391,920,5951.693000009982,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,2,3254,362,4096,1.0,1.0,4391,897,5416.620165997301,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,4,1808,1808,4096,0.9,0.9,4392,1024,5900.530958009767,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,2,904,2712,4096,0.9,0.9,4397,1024,6185.979750007391,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,5,1808,1808,4096,0.9,0.9,4392,1024,5984.0787920111325,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,4,1808,1808,4096,1.0,1.0,4392,910,5345.945249995566,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,5,1808,1808,4096,1.0,1.0,4392,951,5510.968499991577,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,5,0,3616,4096,1.0,1.0,4397,1024,5918.978916000924,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,3,3254,362,4096,1.0,1.0,4391,901,5468.618583006901,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,3,904,2712,4096,1.0,1.0,4397,933,5493.62295800529,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,2,0,3616,4096,0.9,0.9,4397,1024,5865.787041999283,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,6,0,3616,4096,0.9,0.9,4397,1024,6372.217249998357,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,2,2712,904,4096,0.9,0.9,4391,1024,5908.794040995417,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,7,0,3616,4096,0.9,0.9,4397,1024,6234.8816669982625,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,3,2712,904,4096,0.9,0.9,4391,756,4930.4783749976195,1,0,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,4,2712,904,4096,1.0,1.0,4391,851,5413.894500001334,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,3,2712,904,4096,0.9,0.9,4391,1024,5803.006457994343,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,4,904,2712,4096,1.0,1.0,4397,812,4869.583374995273,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,4,2712,904,4096,0.9,0.9,4391,1024,5812.573292001616,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,6,1808,1808,4096,0.9,0.9,4392,1024,5887.361165994662,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,3,0,3616,4096,0.9,0.9,4397,1024,6564.567333000014,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,7,1808,1808,4096,0.9,0.9,4392,1024,6178.050750007969,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,5,2712,904,4096,1.0,1.0,4391,900,6011.366499995347,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,5,2712,904,4096,0.9,0.9,4391,1024,6438.31145799777,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,6,1808,1808,4096,1.0,1.0,4392,705,4833.0651669966755,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,5,904,2712,4096,1.0,1.0,4397,900,5551.373791997321,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,4,3254,362,4096,1.0,1.0,4391,900,5385.112916992512,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,8,0,3616,4096,0.9,0.9,4397,1024,6166.6845840081805,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,7,1808,1808,4096,0.9,0.9,4392,1024,5735.405040992191,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,4,0,3616,4096,1.0,1.0,4397,1024,6224.291209000512,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,8,1808,1808,4096,1.0,1.0,4392,1014,5911.555167011102,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,6,2712,904,4096,0.9,0.9,4391,1024,6311.7325409984915,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,6,2712,904,4096,1.0,1.0,4391,900,5296.804208002868,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,9,1808,1808,4096,1.0,1.0,4392,910,5721.644457997172,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,9,0,3616,4096,0.9,0.9,4397,1024,5986.550917004934,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,7,2712,904,4096,0.9,0.9,4391,1024,6049.919334007427,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,7,2712,904,4096,1.0,1.0,4391,846,5306.697041000007,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,10,0,3616,4096,0.9,0.9,4397,1024,6242.132750005112,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,4,904,2712,4096,1.0,1.0,4397,907,5597.2489999985555,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,8,1808,1808,4096,0.9,0.9,4392,1024,5766.707958988263,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,8,2712,904,4096,0.9,0.9,4391,1024,6551.394250011072,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,9,2712,904,4096,0.9,0.9,4391,1024,5861.9790420052595,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,10,1808,1808,4096,1.0,1.0,4392,845,5069.791000001715,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,6,904,2712,4096,1.0,1.0,4397,989,5782.935625000391,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,11,0,3616,4096,0.9,0.9,4397,1024,5904.346416005865,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,11,1808,1808,4096,1.0,1.0,4392,846,5016.715166988433,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,5,3254,362,4096,1.0,1.0,4391,901,5368.856790999416,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,12,1808,1808,4096,1.0,1.0,4392,889,5565.26987500547,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,8,2712,904,4096,1.0,1.0,4391,942,6393.214166993857,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,9,1808,1808,4096,0.9,0.9,4392,1024,6290.985165993334,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,9,2712,904,4096,1.0,1.0,4391,900,5347.642458000337,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,6,3254,362,4096,1.0,1.0,4391,900,5276.507875008974,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,5,904,2712,4096,1.0,1.0,4397,821,5184.770332998596,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,7,3254,362,4096,1.0,1.0,4391,901,5348.563500010641,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,12,0,3616,4096,0.9,0.9,4397,1024,6199.013999997987,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,8,3254,362,4096,1.0,1.0,4391,891,5269.204583004466,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,13,0,3616,4096,0.9,0.9,4397,1024,6563.757249998162,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,9,3254,362,4096,1.0,1.0,4391,914,5471.928041995852,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,10,1808,1808,4096,0.9,0.9,4392,1024,5703.6019999941345,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,6,904,2712,4096,1.0,1.0,4397,970,5635.215458009043,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,10,3254,362,4096,1.0,1.0,4391,889,5133.8386249990435,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,10,2712,904,4096,1.0,1.0,4391,1024,6329.767167000682,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,11,1808,1808,4096,0.9,0.9,4392,1024,5867.5247079954715,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,14,0,3616,4096,0.9,0.9,4397,1024,6037.148374991375,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,5,0,3616,4096,0.9,0.9,4397,1024,6279.644124995684,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,7,904,2712,4096,1.0,1.0,4397,848,5241.427749991999,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,6,0,3616,4096,0.9,0.9,4397,1024,6015.032541996334,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,8,904,2712,4096,1.0,1.0,4397,900,5239.024208000046,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,11,3254,362,4096,1.0,1.0,4391,897,5449.386291991686,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,11,2712,904,4096,1.0,1.0,4391,851,5238.148040996748,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,7,904,2712,4096,1.0,1.0,4397,907,5447.919625003124,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,8,904,2712,4096,0.9,0.9,4397,1024,5837.522792004165,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,13,1808,1808,4096,1.0,1.0,4392,864,5158.341541988193,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,3,3254,362,4096,0.9,0.9,4391,960,5734.98891700001,1,0,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,4,3254,362,4096,0.9,0.9,4391,986,6002.055000004475,1,0,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,7,0,3616,4096,0.9,0.9,4397,1024,6355.7494999986375,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,5,3254,362,4096,1.0,1.0,4391,895,5572.617459009052,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,9,904,2712,4096,1.0,1.0,4397,927,5434.458667004947,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,9,904,2712,4096,0.9,0.9,4397,1024,5413.576040999033,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,12,1808,1808,4096,1.0,1.0,4392,928,5489.284790994134,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,6,3254,362,4096,0.9,0.9,4391,1002,6006.014540995238,1,0,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,10,904,2712,4096,1.0,1.0,4397,898,5513.6421250062995,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,11,904,2712,4096,1.0,1.0,4397,848,5004.6545840014005,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,15,0,3616,4096,1.0,1.0,4397,1024,6189.946290993248,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,12,2712,904,4096,1.0,1.0,4391,684,4556.40970901004,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,10,2712,904,4096,0.9,0.9,4391,1024,5838.304709002841,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,8,0,3616,4096,0.9,0.9,4397,1024,5775.675957993371,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,7,3254,362,4096,1.0,1.0,4391,961,5652.9132920113625,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,9,0,3616,4096,1.0,1.0,4397,1024,5980.170832990552,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,14,1808,1808,4096,1.0,1.0,4392,889,5059.934375007288,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,16,0,3616,4096,0.9,0.9,4397,1024,5601.409083988983,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,11,2712,904,4096,1.0,1.0,4391,1024,5948.3998749929015,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,12,2712,904,4096,0.9,0.9,4391,1024,5646.396083000582,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,12,3254,362,4096,1.0,1.0,4391,900,5224.171458001365,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,13,2712,904,4096,0.9,0.9,4391,1024,5529.461917001754,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,15,1808,1808,4096,1.0,1.0,4392,576,3647.3888749897014,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,16,1808,1808,4096,1.0,1.0,4392,877,5018.951542006107,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,17,1808,1808,4096,1.0,1.0,4392,702,4244.281999999657,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,17,0,3616,4096,1.0,1.0,4397,1024,6179.400666005677,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,8,3254,362,4096,1.0,1.0,4391,775,4525.787542006583,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,13,2712,904,4096,1.0,1.0,4391,684,4165.402833998087,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,9,3254,362,4096,1.0,1.0,4391,958,5888.847292007995,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,10,0,3616,4096,0.9,0.9,4397,1024,6204.431249992922,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,13,3254,362,4096,1.0,1.0,4391,889,5124.503041995922,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,11,0,3616,4096,0.9,0.9,4397,1024,6025.50595800858,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,10,904,2712,4096,0.9,0.9,4397,1024,5602.981624993845,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,11,904,2712,4096,1.0,1.0,4397,942,5093.451875000028,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,13,1808,1808,4096,0.9,0.9,4392,1024,5607.551415989292,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,10,3254,362,4096,1.0,1.0,4391,981,5655.148416000884,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,14,3254,362,4096,0.9,0.9,4391,1024,5974.8278750048485,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,14,2712,904,4096,1.0,1.0,4391,772,4680.918333004229,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,14,2712,904,4096,0.9,0.9,4391,1024,5339.19287500612,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,15,3254,362,4096,1.0,1.0,4391,900,5219.06725000008,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,16,3254,362,4096,1.0,1.0,4391,897,5111.21508400538,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,17,3254,362,4096,1.0,1.0,4391,900,5223.294750001514,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,12,0,3616,4096,0.9,0.9,4397,1024,5962.058749995776,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,11,3254,362,4096,1.0,1.0,4391,969,5244.781791989226,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,14,1808,1808,4096,0.9,0.9,4392,1024,5745.743125007721,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,15,1808,1808,4096,0.9,0.9,4392,1024,5593.624333996559,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,18,1808,1808,4096,0.9,0.9,4392,757,4921.095583005808,1,0,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,16,1808,1808,4096,0.9,0.9,4392,1024,5667.309417010983,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,12,904,2712,4096,1.0,1.0,4397,904,5313.197459006915,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,15,2712,904,4096,0.9,0.9,4391,1024,5733.239291002974,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,12,3254,362,4096,0.9,0.9,4391,906,5265.337292003096,1,0,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,13,3254,362,4096,0.9,0.9,4391,986,5685.97900000168,1,0,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,13,0,3616,4096,0.9,0.9,4397,1024,6076.879375003045,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,16,2712,904,4096,0.9,0.9,4391,1024,5938.385583009222,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,12,904,2712,4096,1.0,1.0,4397,971,5668.836416007252,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,13,904,2712,4096,1.0,1.0,4397,840,4830.841167000472,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,18,3254,362,4096,1.0,1.0,4391,846,4827.533333998872,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,13,904,2712,4096,0.9,0.9,4397,1024,5646.15841700288,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,17,2712,904,4096,0.9,0.9,4391,1024,5244.54445799347,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,17,1808,1808,4096,0.9,0.9,4392,1024,5126.447749993531,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,14,0,3616,4096,0.9,0.9,4397,1024,5464.638833000208,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,14,904,2712,4096,1.0,1.0,4397,1024,5956.92254199821,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,18,0,3616,4096,0.9,0.9,4397,1024,5507.670916005736,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,18,1808,1808,4096,1.0,1.0,4392,966,5636.701042007189,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,14,904,2712,4096,1.0,1.0,4397,903,5263.478167005815,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,15,0,3616,4096,0.9,0.9,4397,1024,5799.184917006642,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,14,3254,362,4096,1.0,1.0,4391,962,5390.627333006705,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,15,3254,362,4096,1.0,1.0,4391,846,5237.69516700122,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,15,2712,904,4096,1.0,1.0,4391,898,5547.767916999874,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,16,2712,904,4096,1.0,1.0,4391,919,6096.037957991939,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,15,904,2712,4096,1.0,1.0,4397,804,4903.00424999441,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,19,1808,1808,4096,0.9,0.9,4392,1024,6094.053499997244,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,16,0,3616,4096,0.9,0.9,4397,1024,6425.453000003472,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,15,904,2712,4096,0.9,0.9,4397,1024,5706.374166999012,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,16,904,2712,4096,0.9,0.9,4397,1024,5436.060042004101,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,17,2712,904,4096,1.0,1.0,4391,900,5218.782583004213,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,17,0,3616,4096,0.9,0.9,4397,1024,5764.158999998472,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,17,904,2712,4096,1.0,1.0,4397,936,5453.794749992085,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,18,904,2712,4096,1.0,1.0,4397,812,5239.984041007119,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,16,3254,362,4096,1.0,1.0,4391,968,5948.497959005181,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,18,2712,904,4096,1.0,1.0,4391,897,5264.456792006968,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,19,1808,1808,4096,1.0,1.0,4392,757,4823.588416998973,1,1,1,1,1,1,1,1,1,1
