benchmark,model,provider,item_id,category,proportion,order,trial_index,coordination_tokens,reasoning_tokens,task_tokens_full,task_tokens_used,task_truncated,prediction,answer,correct,score_hits,score_total,score_fraction,input_tokens_used,output_tokens_used,elapsed_ms
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.25,coord_first,9,1024,3072,767,767,False,"[""29"", ""109200"", ""16"", ""120"", ""750"", ""15"", ""15"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,2030,85,1154
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.25,reason_first,0,1024,3072,767,767,False,"[""29"", ""109200"", ""15"", ""120"", ""750"", ""15"", ""27"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,2030,85,1124
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.25,reason_first,1,1024,3072,767,767,False,"[""29"", ""106200"", ""15"", ""120"", ""750"", ""15"", ""15"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,2030,85,1310
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.25,reason_first,2,1024,3072,767,767,False,"[""29"", ""105200"", ""15"", ""120"", ""750"", ""15"", ""27"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,2030,85,1687
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.25,reason_first,3,1024,3072,767,767,False,"[""29"", ""106200"", ""15"", ""120"", ""750"", ""15"", ""27"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,2030,85,1123
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.25,reason_first,4,1024,3072,767,767,False,"[""29"", ""109200"", ""15"", ""120"", ""750"", ""15"", ""27"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,2030,85,1228
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.25,reason_first,5,1024,3072,767,767,False,"[""29"", ""106200"", ""15"", ""120"", ""750"", ""15"", ""27"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,2030,85,1486
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.25,reason_first,6,1024,3072,767,767,False,"[""29"", ""106200"", ""15"", ""120"", ""750"", ""15"", ""27"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,2030,85,1182
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.25,reason_first,7,1024,3072,767,767,False,"[""29"", ""106200"", ""15"", ""120"", ""750"", ""15"", ""27"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,2030,85,1338
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.25,reason_first,8,1024,3072,767,767,False,"[""29"", ""106200"", ""15"", ""120"", ""750"", ""15"", ""27"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,2030,85,1240
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.25,reason_first,9,1024,3072,767,767,False,"[""27"", ""106200"", ""15"", ""120"", ""750"", ""15"", ""27"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,2030,85,4722
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,coord_first,0,2048,2048,767,767,False,"[""15"", ""109000"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1158
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,coord_first,1,2048,2048,767,767,False,"[""27"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1122
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,coord_first,2,2048,2048,767,767,False,"[""27"", ""109200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1153
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,coord_first,3,2048,2048,767,767,False,"[""15"", ""109000"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1121
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,coord_first,4,2048,2048,767,767,False,"[""15"", ""109000"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1015
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,coord_first,5,2048,2048,767,767,False,"[""27"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1338
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,coord_first,6,2048,2048,767,767,False,"[""15"", ""109000"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1029
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,coord_first,7,2048,2048,767,767,False,"[""27"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1833
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,coord_first,8,2048,2048,767,767,False,"[""15"", ""109000"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1504
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,coord_first,9,2048,2048,767,767,False,"[""27"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1110
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,reason_first,0,2048,2048,767,767,False,"[""29"", ""106200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""10.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1279
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,reason_first,1,2048,2048,767,767,False,"[""29"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1140
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,reason_first,2,2048,2048,767,767,False,"[""29"", ""106200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1569
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,reason_first,3,2048,2048,767,767,False,"[""29"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,2151
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,reason_first,4,2048,2048,767,767,False,"[""29"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1226
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,reason_first,5,2048,2048,767,767,False,"[""29"", ""106000"", ""15"", ""120"", ""750"", ""15"", ""15"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,629,8091
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,reason_first,6,2048,2048,767,767,False,"[""29"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1181
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,reason_first,7,2048,2048,767,767,False,"[""29"", ""106200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1108
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,reason_first,8,2048,2048,767,767,False,"[""29"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1184
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.5,reason_first,9,2048,2048,767,767,False,"[""29"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,3192,85,1301
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.75,coord_first,0,3072,1024,767,767,False,"[""15"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,4350,85,1125
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.75,coord_first,1,3072,1024,767,767,False,"[""15"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,4350,85,1091
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.75,coord_first,2,3072,1024,767,767,False,"[""15"", ""106200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,4350,85,1303
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.75,coord_first,3,3072,1024,767,767,False,"[""15"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,4350,85,1278
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.75,coord_first,4,3072,1024,767,767,False,"[""15"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.5""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,4350,85,1198
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.75,coord_first,5,3072,1024,767,767,False,"[""15"", ""109000"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,4350,85,1079
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.75,coord_first,6,3072,1024,767,767,False,"[""15"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,4350,85,1219
gsm8k_pack,claude-haiku-4-5-20251001,anthropic,gsm8k-pack-20260429-0,gsm8k_pack,0.75,coord_first,7,3072,1024,767,767,False,"[""15"", ""105200"", ""16"", ""120"", ""750"", ""15"", ""19"", ""800"", ""30"", ""9.50""]","[""31"", ""114,200"", ""18"", ""120"", ""750"", ""15"", ""33"", ""800"", ""34"", ""9""]",False,4,10,0.4,4350,85,1066
